Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
ExhibitDemo1,https://raw.githubusercontent.com/treybach/atv/main/ExhibitDemo.01.png,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
ExhibitDemo2,https://raw.githubusercontent.com/treybach/atv/main/ExhibitDemo.02.png,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
ExhibitDemo3,https://raw.githubusercontent.com/treybach/atv/main/ExhibitDemo.03.png,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
ExhibitDemo4,https://raw.githubusercontent.com/treybach/atv/main/ExhibitDemo.04.png,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
ExhibitDemo5,https://raw.githubusercontent.com/treybach/atv/main/ExhibitDemo.05.png,0:00:11,1:00:01,1/1/18 0:01,12/31/30 23:60,yes
ExhibitDemo6,https://raw.githubusercontent.com/treybach/atv/main/ExhibitDemo.06.png,0:00:12,1:00:02,1/1/18 0:02,12/31/30 23:61,yes
